"ID","PMNNO","ACCNO","GENERIC NAME","FL"
2228,"P050347",251628,"Poly[oxy(alkyldiyl), .alpha.-hydro-.omega.-hydroxy-, acrylated-blocked polymer with 1,1'-methylenebis[isocyanatobenzene] (PROVISIONAL)","P; XU"
2229,"P050351",252643,"Styrene maleic anhydride imide polyquat salt (PROVISIONAL)","P; XU"
2230,"P050355",263991,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with alkyl diisocyanate (PROVISIONAL)","P; XU"
2231,"P050358",247644,"Polycarbodiimide (PROVISIONAL)","P; XU"
2232,"P050359",265793,"Isocyanate acid, polyalkylenepolyphenyylene ester, 2-(2-alkoxy)alkanol-and alkylene glycol-blocked (PROVISIONAL)","P; XU"
2233,"P050360",231073,"7H-Pyrazolo[1,5-b][1,2,4]triazole derivative (PROVISIONAL)","P"
2234,"P050365",253828,"Silane functionalized aliphatic amine (PROVISIONAL)","P"
2235,"P050366",239919,"Substituted phenylsulfonyl, substituted acid chloride (PROVISIONAL)","P"
2236,"P050367",242069,"Mixed metal oxide complex (PROVISIONAL)","P"
2237,"P050369",274227,"Acrylic polymer with styrene, peroxy-initiated (PROVISIONAL)","P; XU"
2238,"P050371",243448,"Acrylic polymer with styrene, peroxy-initiated (PROVISIONAL)","P; XU"
2239,"P050372",255437,"Acrylic polymer with styrene, peroxy-initiated (PROVISIONAL)","P; XU"
2240,"P050373",249377,"Acrylic polymer with styrene, peroxy-initiated (PROVISIONAL)","P; XU"
2241,"P050374",266467,"Acrylic polymer with styrene, peroxy-initiated (PROVISIONAL)","P; XU"
2242,"P050375",262705,"Styrene maleic anhydride derivative potassium salt (PROVISIONAL)","P; XU"
2243,"P050376",253602,"Styrene maleic anhydride derivative sodium salt (PROVISIONAL)","P; XU"
2244,"P050377",243506,"Silane terminated polyurethane (PROVISIONAL)","P; XU"
2245,"P050379",241157,"Isocyanate functional polyester urethane polymer (PROVISIONAL)","P; XU"
2246,"P050380",245933,"Benzene, 1,1'-methylenebis[4-isocyanato-, polymer with benzenedicarboxylic acid, butyl dialkyl ester, poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-, oxirane, alkyl-, polymer with oxirane, ether with propanepolyol and Sartomer's HLBH P-3000 and Lexorez 1180","P; S"
2247,"P050397",242376,".beta.-Ketoester and .beta.-diketone, polymers with bisphenol A diglycidyl ether homopolymer diacrylate 3-(C10-16)-alkyloxy)-2-hydroxypropyl ethers, 1,6-hexanediol diacrylate, polyethylene glycol monoacrylate ether with trimethylolpropane (3:1), and alkyl acrylate, reaction products with alkyl amine andalkanol amine (PROVISIONAL)","P; XU"
2248,"P050401",235224,"Isocyanate functional polyester acrylic polyether urethane polymer (PROVISIONAL)","P; XU"
2249,"P050402",233580,"Arene, alkenyl-, homopolymer, hydroxyaromaticcarboxylic acid-terminated, metal complexes (PROVISIONAL)","P; XU"
2250,"P050403",278116,"Alkylaldehyde, polymer with alkylarenol, hydroxyaromaticcarboxylic acid-terminated, metal complexes (PROVISIONAL)","P; XU"
2251,"P050405",234936,"Substituted phenylsulfonyl, halosubstituted benzamide (PROVISIONAL)","P"
2252,"P050407",234765,"Polyhydroxyalkanoate, homopolymer (PROVISIONAL)","P; XU"
2253,"P050408",262487,"Polyhydroxyalkanoate, copolymer (PROVISIONAL)","P; XU"
2254,"P050411",259713,"Phenol, 4,4'-(1-alkylalkylidene)bis-, reaction products with bisphenol A-epichlorohydrin polymer alkanoate, dialkylenetriamine, 2-(alkylamino)alkanol, 1,1'-alkylenebis[4-isocyanatobenzene] and polyalkylene glycol ether with bisphenol A (2:1) (PROVISIONAL)","P; XU"
2255,"P050416",271273,"Acrylic polymer with styrene, peroxy-initiated (PROVISIONAL)","P; XU"
2256,"P050424",269308,"NH2-terminated polyurethane prepolymer (PROVISIONAL)","P; XU"
2257,"P050425",248896,"2-Propenoic acid, 2-methyl-, 2-hydroxyalkyl ester, polymer with butyl 2-propenoate, ethenylbenzene, 4-hydroxybutyl 2-propenoate, 2-methylpropyl 2-methyl-2-propenoate, and 2-oxepanone and 2-propenoic acid, tert-Bu 2-ethylhexaneperoxoate-initiated, compds. with 2-(dimethylamino)ethanol (PROVISIONAL)","P; XU"
2258,"P050426",242649,"2-Propenoic acid, 2-methyl-, alkyl ester, polymer with butyl 2-propenoate, ethenylbenzene, and 2-propenoic acid, tert-Bu 2-ethylhexaneperoxoate-initiated, compds. with 2-(dimethylamino)ethanol (PROVISIONAL)","P; XU"
2259,"P050427",263424,"Polyester-urethane polyketone (PROVISIONAL)","P; XU"
2260,"P050428",272663,"1,3-Benzenedicarboxylic acid, polymer with 1,3-diisocyanatomethylbenzene, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, hexanedioic acid, 1,6-hexanediol, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, and (alkylidene)bis[cyclohexanol], 3-oxobutanoate, compd. with N,N-diethylethanamine (PROVISIONAL)","P; XU"
2261,"P050429",270849,"Modified fatty acids, polymer with 1,6-hexanediol, isophthalic acid, and trimellitic anhydride (PROVISIONAL)","P; XU"
2262,"P050430",236567,"Substituted benzotriazole (PROVISIONAL)","P; XU"
2263,"P050431",240790,"2,5-Furandione, polymer with ethene and 1-propene, reaction productwith aryl amine (PROVISIONAL)","P; XU"
2264,"P050432",262056,"Alkanedioic acid, polymer with amine, alkanediols, caprolactone, dialkyl ester of sulfated aromatic dicarboxylic acid, sodium salt, hydroxy substituted alkane, isocyanates and alkanetriol (PROVISIONAL)","P; XU"
2265,"P050433",266183,"Carboxyalkenyl, telomer with mercaptoalkylol and sulfoalkyl-aminocarbonylalkenyl, sodium salt (PROVISIONAL)","P; XU"
2266,"P050434",234016,"Carboxyalkenyl, telomer with mercaptoalkylol and sulfoalkyl-aminocarbonylalkenyl ammonium salt (PROVISIONAL)","P; XU"
2267,"P050435",243288,"Alkylaminium, salt with mercaptoalkylol, telomer with sulfoalkyl-aminocarbonylalkenyl and carboxyalkenyl (PROVISIONAL)","P; XU"
2268,"P050437",264449,"2-Propenoic acid, 2-methyl-, 2-hydroxyalkyl ester, polymer with butyl 2-propenoate, ethenylbenzene, 4-hydroxybutyl 2-propenoate, 2-methylpropyl 2-methyl-2-propenoate, and 2-oxepanone, tert-Bu 2-ethylhexaneperoxoate-initiated (PROVISIONAL)","P; XU"
2269,"P050439",261757,"Vinyl acetal based polymer (PROVISIONAL)","P; XU"
2270,"P050443",246812,"2-Propenoic acid, 2-methyl-, C12-15-branched and linear alkyl esters, polymers with alkenylamide and 2-ethylhexyl methacrylate (PROVISIONAL)","P; XU"
2271,"P050445",238165,"Modified octylphenol formaldehyde polymer (PROVISIONAL)","P; XU"
2272,"P050446",266401,"1-Propanaminium, 2,3-dihydroxy-N,N-dimethyl-N-[3-[(fatty acid)amino]propy]chloride (PROVISIONAL)","P"
2273,"P050448",254923,"Epoxidized soya oil reaction products with aqueous alcohol (PROVISIONAL)","P; XU"
2274,"P050449",247439,"Epxoidized soya oil reaction products with alcohol (PROVISIONAL)","P; XU"
2275,"P050456",239044,"Poly alkyl methacrylates, hydroxyalkyl methacrylate, alkyl acrylate, keto-functional alkylmethacrylate, vinyl hetercyclic monomer, reaction product with heterocyclic functional amine (PROVISIONAL)","P; XU"
2276,"P050457",233375,"Styrene, cycloaliphatic acrylate, alkyl acrylate, hydroxyalkyl methacrylate copolymer (PROVISIONAL)","P; XU"
2277,"P050458",244601,"Phenol-substituted amide (PROVISIONAL)","P; XU"
2278,"P050460",277613,"Polymer of aminoalkyl terminated polysiloxane with alkyl isocyanate(PROVISIONAL)","P; XU"
2279,"P050467",264916,"Fluorinated vinyl ether polymer (PROVISIONAL)","P; XU"
2280,"P050469",278796,"1,1'-Methylenebis[isocyanatobenzene], polymer with polycarboxylic acids and alkanepolyols (PROVISIONAL)","P; XU"
2281,"P050471",246663,"1,1'-Methylenebis[isocyanatobenzene], polymer with polycarboxylic acids and alkanepolyols (PROVISIONAL)","P; XU"
2282,"P050473",232098,"1,1'-Methylenebis[isocyanatobenzene] polymer with polycarboxylic acids and alkanepolyols (PROVISIONAL)","P; XU"
2283,"P050475",267120,"Acetoacetate functional acrylic polyol (PROVISIONAL)","P; XU"
2284,"P050479",247600,"Alkanoic acid, 2-hydroxy-, ion(1-), salt with bisphenol A-bisphenolA-epichlorohydrin polymer (PROVISIONAL)","P; XU"
2285,"P050482",237139,"Benzenemethanaminium, N,N-dimethyl-N-[2-[(2-methyl-1-oxo-2-propenyl)oxy]ethyl]-, chloride, polymer with ethenylbenzene, alkyl-substituted methyl-2-propenoate and alkyloxy-substituted methyl-2-propenoate (PROVISIONAL)","P; XU"
2286,"P050483",251775,"Reaction products with polyoxypropylenediamine and alkyl ketone (PROVISIONAL)","P; XU"
2287,"P050484",250067,"Polyoxyethylene polyoxypropylene polymer, reaction with cyclohexylmethane diisocyanate and polyoxyphenyl derivative (PROVISIONAL)","P; XU"
2288,"P050495",255277,"Blocked aromatic isocyanate (PROVISIONAL)","P; XU"
2289,"P050496",260629,"Cyclohexane, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethyl-, polymers with hydroxy-terminated saturated hydrocarbon chain, 2-hydroxyethyl acrylate-blocked (PROVISIONAL)","P; XU"
2290,"P050499",244690,"Quaternary acrylic copolymer (PROVISIONAL)","P; XU"
2291,"P050500",253908,"Thermochemical mechanically processed corn germ (PROVISIONAL)","P"
2292,"P050506",252767,"Polyether-carbonateurethane and polyurea copolymer (PROVISIONAL)","P; XU"
2293,"P050507",265840,"2-Alkenoic acid, 2-alky-, polymer with alkyl 2-alkyl-2-alkenoate, alkenylbenzene, 2-hydroxyalkyl 2-alkyl-2-alkenoate and .alpha.-(2-alkyl-1-oxo-2-alkenyl)-.omega.-(phosphonoxy)poly[oxy(alkyl-1,2-alkanediyl)], tert-alkyl 2-alkaneperoxoate-initiated (PROVISIONAL)","P; XU"
2294,"P050509",274636,"Isocyanate functional urethane polymer (PROVISIONAL)","P; XU"
2295,"P050511",238245,"Modified isophorone diamine compound (PROVISIONAL)","P"
2296,"P050512",268770,"Alkylacrylate copolymer (PROVISIONAL)","P; XU"
2297,"P050517",255164,"Alkyl methacrylate esters telomers with alkylmethacrylamide, 1-dodecanethiol, tert-Bu 2-ethylhexaneperoxoate-initiated (PROVISIONAL)","P; XU"
2298,"P050527",242989,"Polymer of formaldehyde and substituted phenols (PROVISIONAL)","P; XU"
2299,"P050530",272765,"Polyolefin esters (PROVISIONAL)","P; XU"
2300,"P050531",234129,"Polyolefin esters (PROVISIONAL)","P; XU"
2301,"P050535",231142,"Arylsulfonate salt (PROVISIONAL)","P"
2302,"P050542",238734,"Alkanedioic acid, polymer with 1,3-diisocyanatomethylbenzene, 2,2-dimethyl-1,3-propanediol, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid and2,2'-[(1-methylethylidene)bis(4,1-phenyleneoxy)]bis[ethanol], 2-ethyl-2-[[2-(hydroxymethyl)-2-[[(1-oxo-2-propenyl)oxy]methyl]butoxy]methyl]-1,3-propanediyl diacrylate blocked, compds. with triethylamine (PROVISIONAL)","P; XU"
2303,"P050547",231039,"Polyimide from carbonyl-bis(carbomonocyclic dianhydride), alkyl-substituted carbomonocyclic diisocyanates, alkylene-bis(carbomonocyclic isocyanates) and oxy-bis(carbomonocyclic amine) (PROVISIONAL)","P; XU"
2304,"P050548",274603,"Alkyl carboxylate salt (PROVISIONAL)","P"
2305,"P050550",256543,"Acrylic ester copolymer (PROVISIONAL)","P; XU"
2306,"P050552",266901,"Aromatic polyurethane polymer (PROVISIONAL)","P; XU"
2307,"P050556",274089,"Alkanoic acid polymer with hydroxy alkyl, isocyanated toluene and methyloxirane polymer with oxirane ether, polyalkylene glycol ether-blocked (PROVISIONAL)","P; XU"
2308,"P050558",278570,"Trisubstituted-phenylazo-propenylamino-methoxy-phenyl-acetamide (PROVISIONAL)","P"
2309,"P050569",241691,"Polyurethane prepolymer (PROVISIONAL)","P; XU"
2310,"P050571",254650,"Acrylate, polymer with styrene and methylamino chloride compounds (PROVISIONAL)","P; XU"
2311,"P050574",246925,"Polyurethane polymer (PROVISIONAL)","P; XU"
2312,"P050578",239282,"Isocyanate functional polycarbamoyl(polyalkylene oxide) (PROVISIONAL)","P; XU"
2313,"P050580",270101,"Acrylic acid polymer with vinylated benzene and substituted propanediol trimethacrylate (PROVISIONAL)","P; XU"
2314,"P050581",276701,"2-Propenoic acid, polymer with substituted propanediol triacrylated(PROVISIONAL)","P; XU"
2315,"P050583",230865,"Acrylic modified polyester (PROVISIONAL)","P; XU"
2316,"P050586",246936,"2-Propenoic acid, 2-methyl-, 2-hydroxyethyl ester, homopolymer, ester with [3-[(carboxyamino)methyl]-3,5,5-trimethylcyclohexyl]carbamic acid mono[2-(2-butoxyethoxy)ethyl] ester, [3-[(carboxyamino)methyl]-3,5,5-trimethylcyclohexyl]carbamic acid mono[2-dimethylamino)ethyl] ester and alkyl polyester homopolymer hydrogen (methyl-1,3-phenylene)bis[carbamate] (PROVISIONAL)","P; XU"
2317,"P050590",265828,"Substituted benzenesulfonamide (PROVISIONAL)","P"
2318,"P050592",275628,"Acrylic acid polymer with benzyl acrylate and substituted propanediol triacrylate (PROVISIONAL)","P; XU"
2319,"P050600",259542,"Sulfato cyclohexene aliphatic sulfo substituted imidazole napthyl salt (PROVISIONAL)","P"
2320,"P050601",232463,"Ethoxylated bis (hydroxysubstituted) alkane, polymer with alkyl substituted alkenoate (PROVISIONAL)","P; XU"
2321,"P050613",279835,"Bisphenol S mono ether (PROVISIONAL)","P"
2322,"P050617",256725,"Benzoic acid (substituted)-, alkyl vegetable oil derivatives (PROVISIONAL)","P"
2323,"P050622",276085,"Octadecanoic acid, 12-hydroxy-, ion(1-), salts with alkyl acrylate-glycidyl methacrylate-hydroxyalkyl acrylate- Me methacrylate-styrene polymer-2,2'-thiobis[ethanol] reaction products lactates (salts) (PROVISIONAL)","P; XU"
2324,"P050640",242661,"Polyether amido acid polyamine derivative (PROVISIONAL)","P; XU"
2325,"P050643",264745,"Phosphonomethylated polyamine, compd. with substituted amine","E; P"
2326,"P050644",234618,"2-Propenoic acid ester polymer, compd. with substituted aromatic derivative (PROVISIONAL)","P; XU"
2327,"P050649",252676,"Benzene, 1,1'-methylenebis[isocyanato-, polymer with 2-Propenoic acid, 2-hydroxyethyl ester, hexanedioic acid, polymer with 1,4-butanediol and 2,2-dimethyl-1,3-propanediol, and Lexorez 1180-35 (PROVISIONAL)","P; XU"
2328,"P050652",241511,"Cyclohexane, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethyl-, polymers with hydroxy-terminated unsaturated hydrocarbon chain, 2-hydroxyethyl acrylate-blocked (PROVISIONAL)","P; XU"
2329,"P050668",262794,"Maleic anhydride, adipic acid, propylene glycol polyglycol copolymer (PROVISIONAL)","P; XU"
2330,"P050671",275344,"Substituted quino[2,3-b]acridine-7,14-dione, 5,12-dihydro-, derivatives (PROVISIONAL)","P"
2331,"P050673",244407,"Siloxane modified silica nanoparticles","P; S"
2332,"P050677",234356,"Dialkyl carbonate epoxy polymer with substituted triol (PROVISIONAL)","P; XU"
2333,"P050679",256463,"Alkoxy modified polydimethylsiloxane (PROVISIONAL)","P; XU"
2334,"P050679",254229,"Alkoxy modified polydimethylsiloxane (PROVISIONAL)","P; XU"
2335,"P050681",252416,"Polyoxyethylene alkyl phosphoether salt (PROVISIONAL)","P"
2336,"P050682",238416,"Substituted alkyl sulfonic acid amino oxy homopolymer potassium salt (PROVISIONAL)","P; XU"
2337,"P050684",273780,"Phenolic modified rosin resin (PROVISIONAL)","P; XU"
2338,"P050685",230047,"Phenolic modified rosin resin (PROVISIONAL)","P; XU"
2339,"P050687",258094,"Siloxane modified alumina nanoparticles","P; S"
2340,"P050694",275388,"Polyalkylene glycol aryl ether, reaction products with formaldehyde(PROVISIONAL)","P; XU"
2341,"P050695",232510,"Copolymer of acrylonitrile, methyl methacrylate and monosubstitutedacrylamide (PROVISIONAL)","P; XU"
2342,"P050696",266161,"Polyether polyurethane derivative polymer (PROVISIONAL)","P; XU"
2343,"P050697",243959,"Polyether polyurethane derivative polymer (PROVISIONAL)","P; XU"
2344,"P050702",270474,"Sulfonated azo-naphthalene derivative, mixed salt (PROVISIONAL)","P"
2345,"P050703",237775,"1,4-Benzenedicarboxylic acid, polymer with alkenedioic acid, alkyl diols, and, 2-hydroxy-3-[(2-methyl-1-oxo-2-propenyl)oxy]propyl ester (PROVISIONAL)","P; XU"
2346,"P050704",255200,"Urethane prepolymer constituted from polyols of polyoxyalkylene ether and isophorone diisocyanate as its main chain skeleton, whose terminal is modified by silylize reagent added methyl acrylate to N-.beta.-aminoethyl-.gamma.-aminopropyltrimethoxysilane (PROVISIONAL)","P; XU"
2347,"P050705",277577,"Urethane prepolymer constituted from polyols of polyoxyalkylene ether and isophorone diisocyanate as its main chain skeletion, whose terminal is modified by silylize reagent added methyl acrylate to N-.beta.-aminoethyl-.gamma.-aminopropylmethyldimethoxysilane (PROVISIONAL)","P; XU"
2348,"P050706",273666,"Hexanedioic acid polymer with diols and diisocyanate (PROVISIONAL)","P; XU"
2349,"P050707",260356,"Halogenated N,N,N-trialkyl-alkylamminium, N-aminocarbonylalkenyl (PROVISIONAL)","P"
2350,"P050715",236863,"Polysulfide adduct (PROVISIONAL)","P; XU"
2351,"P050719",272254,"Polymer of a carbomonocyclic diisocyanate, a modified polyalkene, hydroxyalkane and a substituted alkoxysilane (PROVISIONAL)","P; XU"
2352,"P050721",244554,"Formaldehyde polymer with amines and phenol (PROVISIONAL)","P; XU"
2353,"P050722",236090,"Carbon black, 4-[[2-(sulfooxy)ethyl]substituted]phenyl-modified, sodium salts","P; S"
2354,"P050723",268872,"Copper, [29H,31H-phthalocyaninato(2-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, 4-[[2-(sulfooxy) ethyl]substituted]phenyl derivs., sodium salts (PROVISIONAL)","P"
2355,"P050724",271751,"Quino[2,3-b]acridine-7,14-dione, 5,12-dihydro-2,9-dimethyl-, 4-[[2-(sulfooxy)ethyl]substituted]phenyl derivs., sodium salts (PROVISIONAL)","P"
2356,"P050725",276392,"Butanamide, 2-[(2-methoxy-4-nitrophenyl)azo]-N-(2-methoxyphenyl)-3-oxo, 4-[[2-(sulfooxy)ethyl]substituted]phenyl derivs., sodium salts (PROVISIONAL)","P"
2357,"P050728",259611,"Naphthalenesulfonic acid azo substituted phenyl amino substituted triazine amino alkyl bis salt compound (PROVISIONAL)","P"
2358,"P050733",250976,"Urethane modified epoxy resin (PROVISIONAL)","P; XU"
2359,"P050741",231846,"Peroxyalkanoic acid (PROVISIONAL)","P"
2360,"P050742",269375,"Peroxyalkanoic acid (PROVISIONAL)","P"
2361,"P050743",239066,"Peroxyalkanoic acid (PROVISIONAL)","P"
2362,"P050744",254956,"Peroxyalkanoic acid (PROVISIONAL)","P"
2363,"P050745",263286,"Peroxyalkanoic acid (PROVISIONAL)","P"
2364,"P050746",248727,"Polyalphaolefins (PROVISIONAL)","P; XU"
2365,"P050747",267711,"Polyalphaolefins (PROVISIONAL)","P; XU"
2366,"P050748",264438,"Polyalphaolefins (PROVISIONAL)","P; XU"
2367,"P050749",266898,"Polyalphaolefins (PROVISIONAL)","P; XU"
2368,"P050750",237866,"Polyalphaolefins (PROVISIONAL)","P; XU"
2369,"P050751",238370,"Hydroxyalkyl carboxylic acid, polymer with alkylamine, dialkyl carbonate, alkanediol, alkyldiisocyanate, compd. with alkylamine (PROVISIONAL)","P; XU"
2370,"P050753",268134,"Alkyl substituted anaminium polyacrylamide salt (PROVISIONAL)","P; XU"
2371,"P050754",279971,"Hexanedioic acid polymer with alkanediols, isophorone diisocyanate and polypropyleneglycol (PROVISIONAL)","P; XU"
2372,"P050755",277782,"Isocyanate functional polyester urethane polymer (PROVISIONAL)","P; XU"
2373,"P050756",234469,"Polymer of piperidinamino substituted triazine with alkylene polyamine, alkylated (PROVISIONAL)","E; P"
2374,"P050758",251979,"Acrylic solution polymer (PROVISIONAL)","P; XU"
2375,"P050760",268941,"Pyrazolylazo pyrazol derivative (PROVISIONAL)","P"
2376,"P050761",257933,"Pyridylazo thiazol derivative (PROVISIONAL)","P"
